id,type,topic,difficulty,stem,choices,correct_answer,explanation,tags,source_reference,created_by,created_at,reviewer,reviewer_notes
Q012,MCQ,Weld discontinuities,2,Undercut is best described as:,"[""Excess weld metal above surface"", ""Groove melted into base metal at weld toe"", ""Incomplete weld penetration"", ""Surface cracks in weld""]",B,Undercut is a groove or depression in the base metal adjacent to the weld toe that is not refilled by weld metal.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q013,MCQ,Weld discontinuities,2,What is the primary cause of undercut defects?,"[""Low welding current"", ""Excessive travel speed causing inadequate weld coverage"", ""Thick base metal"", ""Wrong electrode angle""]",B,"Undercut occurs when travel speed is too high, preventing the weld pool from refilling the groove at the toe.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q014,MCQ,Weld discontinuities,3,Why is undercut at the weld toe considered critical?,"[""It affects weld color"", ""It reduces section thickness and creates stress concentration"", ""It reduces arc stability"", ""It increases conductivity""]",B,"Undercut reduces the effective section and creates sharp stress concentrations, reducing service life.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q015,MCQ,Weld discontinuities,2,Overlap in fillet welds occurs when:,"[""Weld passes overlap normally"", ""Weld metal extends beyond toe without fusing to base"", ""Weld metal melts surrounding area"", ""Weld height exceeds specification""]",B,Overlap is weld metal deposited beyond the joint toe without fusion to the base metal.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q016,MCQ,Weld discontinuities,2,How can overlap defects be prevented during welding?,"[""Increase current"", ""Maintain proper torch angle and adequate fusion at each pass"", ""Reduce preheat"", ""Speed up travel""]",B,Proper technique with correct angle and speed ensures each pass fuses completely without overlapping unfused base metal.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q017,MCQ,Weld discontinuities,3,Overlap defects are particularly problematic because:,"[""They are easily visible"", ""They create stress concentration and are difficult to repair"", ""They affect weld color"", ""They reduce spatter""]",B,Overlap creates unbonded areas and sharp notches that concentrate stress and are difficult to fully repair.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q018,MCQ,Weld discontinuities,2,Spatter in arc welding is primarily composed of:,"[""Flux residue"", ""Small droplets of molten metal that solidify outside the weld"", ""Oxide scale"", ""Hydrogen bubbles""]",B,Weld spatter consists of small metal globules ejected from the arc zone that adhere to the surrounding surface.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q019,MCQ,Weld discontinuities,2,Why should weld spatter be removed from welds?,"[""For appearance only"", ""To prevent corrosion and ensure inspection access"", ""To improve strength"", ""To reduce weight""]",B,Spatter can trap corrosive agents and must be removed to enable proper inspection and prevent service failures.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q020,MCQ,Weld discontinuities,3,Cold cracks in welds typically form:,"[""During cooling to room temperature"", ""Immediately after welding completion"", ""During preheat phase"", ""During stress relief""]",A,"Cold cracks form after solidification as residual stresses develop during cooling, especially in high-restraint conditions.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q021,MCQ,Weld discontinuities,3,What conditions promote cold crack formation?,"[""Low carbon steel with high restraint"", ""High carbon steel with high restraint and rapid cooling"", ""Low preheat and high heat input"", ""Thick base metal only""]",B,"Cold cracks require a combination of hardenable material (high carbon), high restraint, and rapid cooling (high hardness).",,API 1104 21st Edition,benellis09,2026-09-03,,
Q022,MCQ,Weld discontinuities,2,Root pass incomplete penetration is caused by:,"[""Incorrect filler metal"", ""Excessive root opening"", ""Inadequate arc energy or root opening too small"", ""High travel speed""]",C,Insufficient penetration results from inadequate heat input or root opening that is too small for proper fusion.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q023,MCQ,Weld discontinuities,2,Why is incomplete penetration at the root considered critical?,"[""It affects appearance"", ""It leaves an unfused gap that propagates cracks under service load"", ""It reduces spatter"", ""It increases hardness""]",B,Root incomplete penetration creates a pre-existing crack that acts as a stress concentration point.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q024,MCQ,Weld discontinuities,3,How can root incomplete penetration be detected?,"[""Visual inspection only"", ""Ultrasonic or radiographic testing from reverse side"", ""Hardness testing"", ""Color inspection""]",B,Root penetration defects are internal and require NDT methods like ultrasonic or radiography to detect.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q025,MCQ,Weld discontinuities,2,Lamellar tearing occurs due to:,"[""Surface oxidation"", ""Through-thickness shrinkage stress in low-ductility HAZ"", ""Excessive preheat"", ""Low travel speed""]",B,Lamellar tearing is caused by shrinkage stresses acting through the thickness in thick plates with low transverse ductility.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q026,MCQ,Weld discontinuities,3,Which weld joint design best reduces lamellar tearing risk?,"[""Deep groove butt weld"", ""T-joint with buttering layer or modified geometry"", ""Single V-groove"", ""Fillet weld""]",B,Buttering layers and joint modifications that reduce through-thickness stress are most effective for lamellar tearing control.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q027,MCQ,Weld discontinuities,2,Reheat cracking is most likely to occur in:,"[""Low-strength steels"", ""High-strength steels during stress relief or service at elevated temperature"", ""Aluminum alloys"", ""Stainless steels""]",B,Reheat cracks form in high-strength steels when stress relief or service temperatures cause relaxation of welding stresses in brittle HAZ.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q028,MCQ,Weld discontinuities,3,What is the primary metallurgical cause of reheat cracking?,"[""Phase transformation causing hardness increase"", ""Stress relaxation in brittle coarse-grained HAZ region"", ""Hydrogen absorption"", ""Oxide formation""]",B,"Reheat cracking occurs as residual tensile stresses relax while the HAZ remains in a brittle, coarse-grained condition.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q029,MCQ,Weld discontinuities,2,Stress corrosion cracking (SCC) requires:,"[""Only high stress"", ""Only corrosive environment"", ""Susceptible material, tensile stress, and corrosive environment combined"", ""Only high temperature""]",C,"SCC requires the simultaneous presence of all three factors: susceptible material, tensile stress, and corrosive environment.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q030,MCQ,Weld discontinuities,3,Which weld region is most susceptible to stress corrosion cracking?,"[""Weld metal"", ""Heat-affected zone with high hardness and residual stress"", ""Base metal far from weld"", ""Fusion zone only""]",B,"The HAZ is most susceptible because it combines hardness, residual tensile stress, and sensitization in some alloys.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q031,MCQ,Weld discontinuities,2,Surface cracks in welds are best detected by:,"[""Ultrasonic testing"", ""Visual inspection or dye penetrant testing"", ""Radiography"", ""Magnetic particle testing""]",B,Surface cracks are surface-breaking defects best found by visual inspection or penetrant methods.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q032,MCQ,Weld discontinuities,2,Why do hydrogen-assisted delayed cracks typically form hours after welding?,"[""Arc is still active"", ""Hydrogen diffuses through cooling weld and HAZ causing embrittlement"", ""Steel oxidizes slowly"", ""Residual stress increases over time""]",B,"Hydrogen takes time to diffuse into the HAZ; combined with high hardness and residual stress, cracking is delayed.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q033,MCQ,Weld discontinuities,2,Corrosion fatigue can initiate from:,"[""Smooth welded surface"", ""Corrosion pits acting as stress concentrations"", ""Paint adhesion loss"", ""Color changes""]",B,Corrosion pits create stress concentration points where fatigue cracks initiate under cyclic loading.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q034,MCQ,Visual inspection,2,What is the primary purpose of visual inspection in welding?,"[""To determine material composition"", ""To detect surface and near-surface defects"", ""To measure weld hardness"", ""To check paint adhesion""]",B,"Visual inspection is the first line of quality control, identifying surface discontinuities and dimensional deviations.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q035,MCQ,Visual inspection,2,Visual inspection can most effectively detect:,"[""Internal porosity"", ""Surface cracks, undercut, overlap, and dimensional issues"", ""Phase transformations"", ""Material segregation""]",B,Visual inspection excels at finding surface-breaking defects and dimensional problems.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q036,MCQ,Visual inspection,2,Why should visual inspection be performed before NDT methods?,"[""It is more expensive"", ""It can identify obvious defects and guide further testing"", ""NDT methods are unreliable"", ""API standards require it""]",B,Visual inspection is quick and cost-effective for screening obvious defects before more detailed NDT.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q037,MCQ,Metallurgy,2,How does rapid cooling affect steel microstructure?,"[""Creates austenite"", ""Forms martensite with high hardness and brittleness"", ""Produces pearlite"", ""Increases ductility""]",B,"Rapid cooling suppresses diffusion, resulting in martensite formation with high hardness but reduced toughness.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q038,MCQ,Metallurgy,2,What microstructure forms when steel cools slowly from austenite?,"[""Martensite"", ""Pearlite with good ductility"", ""Retained austenite"", ""Ferrite only""]",B,"Slow cooling allows diffusion, producing pearlite with balanced hardness and ductility.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q039,MCQ,Metallurgy,2,The heat-affected zone (HAZ) of a weld experiences:,"[""Uniform temperature throughout"", ""Variable temperature gradients causing microstructural changes"", ""No metallurgical changes"", ""Only surface oxidation""]",B,The HAZ experiences a thermal cycle that produces various microstructures depending on peak temperature and cooling rate.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q040,MCQ,Weld discontinuities,2,Surface cracks in welds are best detected by:,"[""Ultrasonic testing"", ""Visual inspection or dye penetrant testing"", ""Radiography"", ""Magnetic particle testing""]",B,Surface cracks are surface-breaking defects best found by visual inspection or penetrant methods.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q041,MCQ,Weld discontinuities,2,Why do hydrogen-assisted delayed cracks typically form hours after welding?,"[""Arc is still active"", ""Hydrogen diffuses through cooling weld and HAZ causing embrittlement"", ""Steel oxidizes slowly"", ""Residual stress increases over time""]",B,"Hydrogen takes time to diffuse into the HAZ; combined with high hardness and residual stress, cracking is delayed.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q042,MCQ,Weld discontinuities,2,Corrosion fatigue can initiate from:,"[""Smooth welded surface"", ""Corrosion pits acting as stress concentrations"", ""Paint adhesion loss"", ""Color changes""]",B,Corrosion pits create stress concentration points where fatigue cracks initiate under cyclic loading.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q043,MCQ,Visual inspection,2,What is the primary purpose of visual inspection in welding?,"[""To determine material composition"", ""To detect surface and near-surface defects"", ""To measure weld hardness"", ""To check paint adhesion""]",B,"Visual inspection is the first line of quality control, identifying surface discontinuities and dimensional deviations.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q044,MCQ,Visual inspection,2,Visual inspection can most effectively detect:,"[""Internal porosity"", ""Surface cracks, undercut, overlap, and dimensional issues"", ""Phase transformations"", ""Material segregation""]",B,Visual inspection excels at finding surface-breaking defects and dimensional problems.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q045,MCQ,Visual inspection,2,Why should visual inspection be performed before NDT methods?,"[""It is more expensive"", ""It can identify obvious defects and guide further testing"", ""NDT methods are unreliable"", ""API standards require it""]",B,Visual inspection is quick and cost-effective for screening obvious defects before more detailed NDT.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q046,MCQ,Metallurgy,2,How does rapid cooling affect steel microstructure?,"[""Creates austenite"", ""Forms martensite with high hardness and brittleness"", ""Produces pearlite"", ""Increases ductility""]",B,"Rapid cooling suppresses diffusion, resulting in martensite formation with high hardness but reduced toughness.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q047,MCQ,Metallurgy,2,What microstructure forms when steel cools slowly from austenite?,"[""Martensite"", ""Pearlite with good ductility"", ""Retained austenite"", ""Ferrite only""]",B,"Slow cooling allows diffusion, producing pearlite with balanced hardness and ductility.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q048,MCQ,Metallurgy,2,The heat-affected zone (HAZ) of a weld experiences:,"[""Uniform temperature throughout"", ""Variable temperature gradients causing microstructural changes"", ""No metallurgical changes"", ""Only surface oxidation""]",B,The HAZ experiences a thermal cycle that produces various microstructures depending on peak temperature and cooling rate.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q049,MCQ,Weld discontinuities,2,Surface cracks in welds are best detected by:,"[""Ultrasonic testing"", ""Visual inspection or dye penetrant testing"", ""Radiography"", ""Magnetic particle testing""]",B,Surface cracks are surface-breaking defects best found by visual inspection or penetrant methods.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q050,MCQ,Weld discontinuities,2,Why do hydrogen-assisted delayed cracks typically form hours after welding?,"[""Arc is still active"", ""Hydrogen diffuses through cooling weld and HAZ causing embrittlement"", ""Steel oxidizes slowly"", ""Residual stress increases over time""]",B,"Hydrogen takes time to diffuse into the HAZ; combined with high hardness and residual stress, cracking is delayed.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q051,MCQ,Weld discontinuities,2,Corrosion fatigue can initiate from:,"[""Smooth welded surface"", ""Corrosion pits acting as stress concentrations"", ""Paint adhesion loss"", ""Color changes""]",B,Corrosion pits create stress concentration points where fatigue cracks initiate under cyclic loading.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q052,MCQ,Visual inspection,2,What is the primary purpose of visual inspection in welding?,"[""To determine material composition"", ""To detect surface and near-surface defects"", ""To measure weld hardness"", ""To check paint adhesion""]",B,"Visual inspection is the first line of quality control, identifying surface discontinuities and dimensional deviations.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q053,MCQ,Visual inspection,2,Visual inspection can most effectively detect:,"[""Internal porosity"", ""Surface cracks, undercut, overlap, and dimensional issues"", ""Phase transformations"", ""Material segregation""]",B,Visual inspection excels at finding surface-breaking defects and dimensional problems.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q054,MCQ,Visual inspection,2,Why should visual inspection be performed before NDT methods?,"[""It is more expensive"", ""It can identify obvious defects and guide further testing"", ""NDT methods are unreliable"", ""API standards require it""]",B,Visual inspection is quick and cost-effective for screening obvious defects before more detailed NDT.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q055,MCQ,Metallurgy,2,How does rapid cooling affect steel microstructure?,"[""Creates austenite"", ""Forms martensite with high hardness and brittleness"", ""Produces pearlite"", ""Increases ductility""]",B,"Rapid cooling suppresses diffusion, resulting in martensite formation with high hardness but reduced toughness.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q056,MCQ,Metallurgy,2,What microstructure forms when steel cools slowly from austenite?,"[""Martensite"", ""Pearlite with good ductility"", ""Retained austenite"", ""Ferrite only""]",B,"Slow cooling allows diffusion, producing pearlite with balanced hardness and ductility.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q057,MCQ,Metallurgy,2,The heat-affected zone (HAZ) of a weld experiences:,"[""Uniform temperature throughout"", ""Variable temperature gradients causing microstructural changes"", ""No metallurgical changes"", ""Only surface oxidation""]",B,The HAZ experiences a thermal cycle that produces various microstructures depending on peak temperature and cooling rate.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q058,MCQ,Weld discontinuities,2,Surface cracks in welds are best detected by:,"[""Ultrasonic testing"", ""Visual inspection or dye penetrant testing"", ""Radiography"", ""Magnetic particle testing""]",B,Surface cracks are surface-breaking defects best found by visual inspection or penetrant methods.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q059,MCQ,Weld discontinuities,2,Why do hydrogen-assisted delayed cracks typically form hours after welding?,"[""Arc is still active"", ""Hydrogen diffuses through cooling weld and HAZ causing embrittlement"", ""Steel oxidizes slowly"", ""Residual stress increases over time""]",B,"Hydrogen takes time to diffuse into the HAZ; combined with high hardness and residual stress, cracking is delayed.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q060,MCQ,Weld discontinuities,2,Corrosion fatigue can initiate from:,"[""Smooth welded surface"", ""Corrosion pits acting as stress concentrations"", ""Paint adhesion loss"", ""Color changes""]",B,Corrosion pits create stress concentration points where fatigue cracks initiate under cyclic loading.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q061,MCQ,Visual inspection,2,What is the primary purpose of visual inspection in welding?,"[""To determine material composition"", ""To detect surface and near-surface defects"", ""To measure weld hardness"", ""To check paint adhesion""]",B,"Visual inspection is the first line of quality control, identifying surface discontinuities and dimensional deviations.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q062,MCQ,Visual inspection,2,Visual inspection can most effectively detect:,"[""Internal porosity"", ""Surface cracks, undercut, overlap, and dimensional issues"", ""Phase transformations"", ""Material segregation""]",B,Visual inspection excels at finding surface-breaking defects and dimensional problems.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q063,MCQ,Visual inspection,2,Why should visual inspection be performed before NDT methods?,"[""It is more expensive"", ""It can identify obvious defects and guide further testing"", ""NDT methods are unreliable"", ""API standards require it""]",B,Visual inspection is quick and cost-effective for screening obvious defects before more detailed NDT.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q064,MCQ,Metallurgy,2,How does rapid cooling affect steel microstructure?,"[""Creates austenite"", ""Forms martensite with high hardness and brittleness"", ""Produces pearlite"", ""Increases ductility""]",B,"Rapid cooling suppresses diffusion, resulting in martensite formation with high hardness but reduced toughness.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q065,MCQ,Metallurgy,2,What microstructure forms when steel cools slowly from austenite?,"[""Martensite"", ""Pearlite with good ductility"", ""Retained austenite"", ""Ferrite only""]",B,"Slow cooling allows diffusion, producing pearlite with balanced hardness and ductility.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q066,MCQ,Metallurgy,2,The heat-affected zone (HAZ) of a weld experiences:,"[""Uniform temperature throughout"", ""Variable temperature gradients causing microstructural changes"", ""No metallurgical changes"", ""Only surface oxidation""]",B,The HAZ experiences a thermal cycle that produces various microstructures depending on peak temperature and cooling rate.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q067,MCQ,Weld discontinuities,2,Surface cracks in welds are best detected by:,"[""Ultrasonic testing"", ""Visual inspection or dye penetrant testing"", ""Radiography"", ""Magnetic particle testing""]",B,Surface cracks are surface-breaking defects best found by visual inspection or penetrant methods.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q068,MCQ,Weld discontinuities,2,Why do hydrogen-assisted delayed cracks typically form hours after welding?,"[""Arc is still active"", ""Hydrogen diffuses through cooling weld and HAZ causing embrittlement"", ""Steel oxidizes slowly"", ""Residual stress increases over time""]",B,"Hydrogen takes time to diffuse into the HAZ; combined with high hardness and residual stress, cracking is delayed.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q069,MCQ,Weld discontinuities,2,Corrosion fatigue can initiate from:,"[""Smooth welded surface"", ""Corrosion pits acting as stress concentrations"", ""Paint adhesion loss"", ""Color changes""]",B,Corrosion pits create stress concentration points where fatigue cracks initiate under cyclic loading.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q070,MCQ,Visual inspection,2,What is the primary purpose of visual inspection in welding?,"[""To determine material composition"", ""To detect surface and near-surface defects"", ""To measure weld hardness"", ""To check paint adhesion""]",B,"Visual inspection is the first line of quality control, identifying surface discontinuities and dimensional deviations.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q071,MCQ,Visual inspection,2,Visual inspection can most effectively detect:,"[""Internal porosity"", ""Surface cracks, undercut, overlap, and dimensional issues"", ""Phase transformations"", ""Material segregation""]",B,Visual inspection excels at finding surface-breaking defects and dimensional problems.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q072,MCQ,Visual inspection,2,Why should visual inspection be performed before NDT methods?,"[""It is more expensive"", ""It can identify obvious defects and guide further testing"", ""NDT methods are unreliable"", ""API standards require it""]",B,Visual inspection is quick and cost-effective for screening obvious defects before more detailed NDT.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q073,MCQ,Metallurgy,2,How does rapid cooling affect steel microstructure?,"[""Creates austenite"", ""Forms martensite with high hardness and brittleness"", ""Produces pearlite"", ""Increases ductility""]",B,"Rapid cooling suppresses diffusion, resulting in martensite formation with high hardness but reduced toughness.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q074,MCQ,Metallurgy,2,What microstructure forms when steel cools slowly from austenite?,"[""Martensite"", ""Pearlite with good ductility"", ""Retained austenite"", ""Ferrite only""]",B,"Slow cooling allows diffusion, producing pearlite with balanced hardness and ductility.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q075,MCQ,Metallurgy,2,The heat-affected zone (HAZ) of a weld experiences:,"[""Uniform temperature throughout"", ""Variable temperature gradients causing microstructural changes"", ""No metallurgical changes"", ""Only surface oxidation""]",B,The HAZ experiences a thermal cycle that produces various microstructures depending on peak temperature and cooling rate.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q076,MCQ,Weld discontinuities,2,Surface cracks in welds are best detected by:,"[""Ultrasonic testing"", ""Visual inspection or dye penetrant testing"", ""Radiography"", ""Magnetic particle testing""]",B,Surface cracks are surface-breaking defects best found by visual inspection or penetrant methods.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q077,MCQ,Weld discontinuities,2,Why do hydrogen-assisted delayed cracks typically form hours after welding?,"[""Arc is still active"", ""Hydrogen diffuses through cooling weld and HAZ causing embrittlement"", ""Steel oxidizes slowly"", ""Residual stress increases over time""]",B,"Hydrogen takes time to diffuse into the HAZ; combined with high hardness and residual stress, cracking is delayed.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q078,MCQ,Weld discontinuities,2,Corrosion fatigue can initiate from:,"[""Smooth welded surface"", ""Corrosion pits acting as stress concentrations"", ""Paint adhesion loss"", ""Color changes""]",B,Corrosion pits create stress concentration points where fatigue cracks initiate under cyclic loading.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q079,MCQ,Visual inspection,2,What is the primary purpose of visual inspection in welding?,"[""To determine material composition"", ""To detect surface and near-surface defects"", ""To measure weld hardness"", ""To check paint adhesion""]",B,"Visual inspection is the first line of quality control, identifying surface discontinuities and dimensional deviations.",,API 1104 21st Edition,benellis09,2026-09-03,,
Q080,MCQ,Visual inspection,2,Visual inspection can most effectively detect:,"[""Internal porosity"", ""Surface cracks, undercut, overlap, and dimensional issues"", ""Phase transformations"", ""Material segregation""]",B,Visual inspection excels at finding surface-breaking defects and dimensional problems.,,API 1104 21st Edition,benellis09,2026-09-03,,
Q641,Matching,Welding terminology,2,Match the term: Porosity,"[""Small spherical voids trapped in weld metal during solidification"", ""A different definition related to welding"", ""An opposing or unrelated concept"", ""A similar term with different meaning"", ""An alternative technical definition""]",A,Porosity: Small spherical voids trapped in weld metal during solidification,terminology,API 1104 21st Edition,benellis09,2026-09-03,,
Q642,Matching,Welding terminology,2,Match the term: Slag inclusion,"[""Non-metallic particles entrapped between weld passes"", ""A different definition related to welding"", ""An opposing or unrelated concept"", ""A similar term with different meaning"", ""An alternative technical definition""]",A,Slag inclusion: Non-metallic particles entrapped between weld passes,terminology,API 1104 21st Edition,benellis09,2026-09-03,,
Q643,Matching,Welding terminology,2,Match the term: Lack of fusion,"[""Incomplete metallurgical bonding between weld and base/previous passes"", ""A different definition related to welding"", ""An opposing or unrelated concept"", ""A similar term with different meaning"", ""An alternative technical definition""]",A,Lack of fusion: Incomplete metallurgical bonding between weld and base/previous passes,terminology,API 1104 21st Edition,benellis09,2026-09-03,,
Q644,Matching,Welding terminology,2,Match the term: Undercut,"[""Groove melted into base metal at weld toe not refilled by weld metal"", ""A different definition related to welding"", ""An opposing or unrelated concept"", ""A similar term with different meaning"", ""An alternative technical definition""]",A,Undercut: Groove melted into base metal at weld toe not refilled by weld metal,terminology,API 1104 21st Edition,benellis09,2026-09-03,,
Q645,Matching,Welding terminology,2,Match the term: Overlap,"[""Weld metal extending beyond joint boundary without fusion"", ""A different definition related to welding"", ""An opposing or unrelated concept"", ""A similar term with different meaning"", ""An alternative technical definition""]",A,Overlap: Weld metal extending beyond joint boundary without fusion,terminology,API 1104 21st Edition,benellis09,2026-09-03,,
Q646,Matching,Welding terminology,2,Match the term: Cold crack,"[""Discontinuity formed after weld solidification due to contraction stresses"", ""A different definition related to welding"", ""An opposing or unrelated concept"", ""A similar term with different meaning"", ""An alternative technical definition""]",A,Cold crack: Discontinuity formed after weld solidification due to contraction stresses,terminology,API 1104 21st Edition,benellis09,2026-09-03,,
Q647,Matching,Welding terminology,2,Match the term: Weld spatter,"[""Small metal particles expelled during welding and adhering to surface"", ""A different definition related to welding"", ""An opposing or unrelated concept"", ""A similar term with different meaning"", ""An alternative technical definition""]",A,Weld spatter: Small metal particles expelled during welding and adhering to surface,terminology,API 1104 21st Edition,benellis09,2026-09-03,,
